timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1721836557703,5,get user list,200,OK,Thread Group test de charge 1-663,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557714,4,get user list,200,OK,Thread Group test de charge 1-664,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,0
1721836557723,4,get user list,200,OK,Thread Group test de charge 1-665,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,0
1721836557733,4,get user list,200,OK,Thread Group test de charge 1-666,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557743,5,get user list,200,OK,Thread Group test de charge 1-667,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557753,4,get user list,200,OK,Thread Group test de charge 1-668,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557764,4,get user list,200,OK,Thread Group test de charge 1-669,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557773,4,get user list,200,OK,Thread Group test de charge 1-670,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557783,4,get user list,200,OK,Thread Group test de charge 1-671,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557793,5,get user list,200,OK,Thread Group test de charge 1-672,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557802,5,get user list,200,OK,Thread Group test de charge 1-673,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557813,5,get user list,200,OK,Thread Group test de charge 1-674,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557824,5,get user list,200,OK,Thread Group test de charge 1-675,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557834,5,get user list,200,OK,Thread Group test de charge 1-676,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557846,4,get user list,200,OK,Thread Group test de charge 1-677,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557855,4,get user list,200,OK,Thread Group test de charge 1-678,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557864,5,get user list,200,OK,Thread Group test de charge 1-679,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557874,4,get user list,200,OK,Thread Group test de charge 1-680,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557885,4,get user list,200,OK,Thread Group test de charge 1-681,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557896,4,get user list,200,OK,Thread Group test de charge 1-682,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557906,5,get user list,200,OK,Thread Group test de charge 1-683,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557915,4,get user list,200,OK,Thread Group test de charge 1-684,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557923,5,get user list,200,OK,Thread Group test de charge 1-685,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557934,7,get user list,200,OK,Thread Group test de charge 1-686,text,true,,614,125,1,1,http://localhost:5555/api/users,7,0,2
1721836557946,6,get user list,200,OK,Thread Group test de charge 1-687,text,true,,614,125,1,1,http://localhost:5555/api/users,6,0,1
1721836557955,10,get user list,200,OK,Thread Group test de charge 1-688,text,true,,614,125,1,1,http://localhost:5555/api/users,10,0,2
1721836557966,6,get user list,200,OK,Thread Group test de charge 1-689,text,true,,614,125,1,1,http://localhost:5555/api/users,6,0,1
1721836557974,4,get user list,200,OK,Thread Group test de charge 1-690,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836557984,5,get user list,200,OK,Thread Group test de charge 1-691,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836557994,4,get user list,200,OK,Thread Group test de charge 1-692,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836558004,4,get user list,200,OK,Thread Group test de charge 1-693,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836558016,4,get user list,200,OK,Thread Group test de charge 1-694,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836558022,4,get user list,200,OK,Thread Group test de charge 1-695,text,true,,614,125,1,1,http://localhost:5555/api/users,4,0,1
1721836558035,5,get user list,200,OK,Thread Group test de charge 1-696,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
1721836558045,5,get user list,200,OK,Thread Group test de charge 1-697,text,true,,614,125,1,1,http://localhost:5555/api/users,5,0,1
